Card  21: 75 76 94 26 24 56 34 35 93 87 | 42 23 71 55 44 79 12  4 78 32 82 53 40 35 43 50  9 65 29 57 93 86  7 67 19
Card  22: 53 58 25 33 42 98 94 95 97 22 | 44 91 40  1 88 31 61  6 54 52 47 93  3 99 27 59 15 53 56 39 66 43 51 41 48
Card  23: 34 95 33 45 56 37 30 94 76 67 |  9  1 72 68 51 66 36 24 21 92 35 50 62 86 90 49 82 46 15  4 70 40 75 64 73
Card  24: 73 93 49 22 86 18 31 87  3  2 | 27 42 46 97 49 31 47 25 93 74  9 60 44 87 15 63 18  2 73 89  3 62 86 65 22
Card  25: 36 24 95 21 31  7 56 93 82 17 | 82 36 23 54 66 83 95 31 65 16 17 86  7 21 61 24 55 56 13 53 59 64 96 39 32
Card  26: 16 89 92 12 40 17  3 80 20 21 | 37 72 26  9 79 55 74  2 92 59 17 35 71 94 98 31 58  3 32 51 21 88 40 96 57
Card  27: 70 19 81 48 62 26 45 86 65 41 | 63 38 71 43 50 42 25 14 18 54 66 96 29 36 95 73 20 76 16  6 58 78 56 87 91
Card  28: 61 66 57 75 52 20 41 21 24 14 | 83 51 77 14 66 91 75  3 47 20 18 65 76 52  5 11 72 57 10 36 30 92 73 28 19
Card  29: 94 39 68 79 28 70 81 97 59 48 | 46  4 41 39 38 75 18 76 45 31 79 97 91 64 71 85 63 55  8 94 67 59 36 74 49
Card  30: 90 45 15 47  1 24 99 62 69 55 | 42  5  1 37 77 71 66 57 94 18 26 47 46 27 48 80 24 95 30 15 53 90 38 99 69
Card  31: 53 16 59 23 78 95 38 17 40  7 | 86 20  7 98 44 19 73 36 40  4 58 16 94  2 83 32  6 78 57 13 35 30 87 51  5
Card  32: 64 79 78  6 24 15 44 45 82 33 | 34 18 80 94 54 59 14 23 77 25 73 81 26 62 17 45 37 82 67 24 98 78 85 43 13
Card  33: 91 97 83 95 89 32 86 94 96 19 | 93 39 57 58 41 62  1 80 33  2 24 51 27 25  6 10 78 76 63 65 38 79 61 98 90
Card  34: 41 84 69 81 95 71  7 80 65 55 | 88 17 73  3 54 66 68  8 76 84 36 79 55 47 58 91 37 53 57 46 93 71 83 42 12
Card  35: 51 67 16 48 34 86 59 74 98 65 | 14 75 23 98 48 83 11 35 18 93 68 50 85 31 40 82 27 92 55 63 64 37 76  2 33
Card  36: 26 80 18 67 87 93 79  1 59 61 | 83 51 97 34 70 90 49 44 39 95 92 38 55  9 65 96 94 82 61  1 20 46 50 63  6
Card  37: 71 13 91 66 24  3  1 41 27 75 | 12 38 45  5 80 11  8 59 90 64 85 49 52 56 35 96  7 20 53 39 44 22 76 57 66
Card  38: 21 56  2 42 51 28 37 38 95 12 |  3 84 55 81 91  6 90 14 68 93 64 33 78  7  4 60 18 54 11 29 26 19 75 72 52
Card  39:  1 40 97 60 90 47 74 41  7 58 | 43  8 47 72  7 78 41 96  5 37 98 97 58 89 23 65 74  1 92 90 28 16 60 40 67
Card  40: 75 99 14 36 64 42 30  8 52 97 | 64 89 36 80 99 30 57 40 35 75 53 97 52 38 68  1 74 42 14 60 49 79  8 72 20
Card  41: 26 38 87 47 39 62 56  2 49 51 | 25 45 87 63 24  2 39 51 54 56 70 62 77 57 68 49 31 34 26 72 42 38 47 94 29
Card  42: 26 69 10 47 89 27 43 62 97 50 | 62 79 50 69  2 97 68 87 27  5 67 18 64 26 10 25 91  4  7 43 70 14  1 54 89
Card  43: 92 16 95 21 15 77 27 88 76 63 | 92 77 78  1 58 96  8 31 63 16 14  2 54 88 15 52 73 76 21 27 84 71 25 95 72
Card  44: 27 31 64 16 96 95 74 57 59 53 | 75 20 48 11 18 44  3 45 79 98 12 54 30 60 32 15 13 72 21 87 85 52 70 33 35
Card  45: 62 31 89 91 85 83 93 11 26 23 | 53 55 71 62 14 65  8 21 96 57 17 91 51 82 86 47 64 80  3 69 56 90 85 32 70
Card  46: 52 67 93 77 39 13 55 63 68 78 | 19 96 76 50 11 61 72 81 64 10 84 22 83 37  3 58 80 48 57 18 59 62 92  4  9
Card  47: 31 14 25 56 83 48 53 64 39 77 | 48 34 27 16  5 55 77 42 17  6 24 49 37 92 51  8 97 52 41 11 31 80 47 87 38
Card  48: 69 65 89 40  1 31 64 50 48 38 | 44 75 74 58 13 56 50 80 22 89 47 95  8 53 31 38 48 64 72 39  1 52 43 17 65
Card  49: 30 49 86 87 78 96 73 44 21 90 | 14 39 75 49 96 63 56 73 64 81 93 98 99  1 13 65 54 88 61 83 44 30 45 15 67
Card  50: 61 79 65 67 77 58 21 37 90 48 | 81 79 62 51 21 85 61 90 92 47 29 23 80  7 98 40 59 87 18 77 48  6 99 88  1
